Ranking Ref Results: 10
1.55226e-48     0.225         6 (r)R((r)|(G((s)R(!(s)))))
7.7613e-49     0.625         3  (r)&((r)&(!(!(!(s)))))
7.7613e-49      0.25         6  (r)&((!(!(!(s))))|(F(r)))
7.7613e-49      0.25        12  (r)&((r)|(F(((s)|(p))&(!(s)))))
        -1      0.75         0  !((!(r))|(G(!(s))))
        -1  0.416667         6  F((!(r))U(G((s)&(G(r)))))
        -1      0.25         3  G((!(r))R(X((r)&(s))))
        -1     0.225         9  X((!(r))R(X((r)R((s)&(r)))))

Top 5:
 Top 1:
         1         1        15  G((!(r))|(G((!(s))&(!((r)&(p))))))
         1       0.5        15  G((!(r))U(G((!(s))&(!((r)&(p))))))
         1       0.5        15  G((G((!(s))&(!((r)&(p)))))U(!(r)))
 Top 2:
       0.9       0.5         0  G((G(!(s)))R(!(r)))
 Top 3:
  0.518072         1        12  G((!(r))|(G((!(s))|((r)&(p)))))
 Top 4:
       0.5         1        12  G(((!(r))|((r)&(p)))|(G(!(s))))
 Top 5:
       0.5      0.75         0  F((!(r))|(G(!(s))))
       0.5      0.75         0  X((!(r))|(G(!(s))))

Formula Count = 8
Ref Solver Count    = 7   0.875
Random Solver Count = 2   0.25
